org_uuid,org_name,legal_name,homepage_url,org_country,org_city,status,being_funded,founded_on,closed_on,went_public_on,acquired_on_first,sector,founder_names,ch_company_number,ch_company_name,ch_match_score,ch_match_source,ch_company_status,ch_date_of_creation,ch_date_of_cessation,ch_city,ch_match_reason,ch_search_url,ch_search_query,ch_link_filing_history,ch_link_officers,ch_officer_match,ch_officer_match_score,ch_officer_best_officer_name,ch_officer_best_founder_name
4b8d517c-4cb8-0dea-5c72-4108b98d10cd,Cloudfind,Cloudfind Ltd,http://cloudfindhq.com,GBR,Bath,operating,1,2010-01-01,,,,Software & SaaS,Sebastian Toke-Nichols,06795704,CLOUDFIND LTD.,100.0,legal_exact,active,2009-01-20,,Bath,matched,https://find-and-update.company-information.service.gov.uk/search?q=Cloudfind+Ltd,Cloudfind Ltd,/company/06795704/filing-history,/company/06795704/officers,1,60.0,"TOKE-NICHOLS, Sebastian Roundell",Sebastian Toke-Nichols
d115ece5-de08-96b8-e587-428054872559,Teddy The Guardian,ID Guardian ltd,http://teddytheguardian.com,GBR,London,operating,1,2013-01-01,,,,Software & SaaS,Ana Burica | Josipa Majic,08669664,ID GUARDIAN LTD,100.0,legal_exact,dissolved,2013-08-30,2021-10-05,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=ID+Guardian+ltd,ID Guardian ltd,/company/08669664/filing-history,/company/08669664/officers,1,60.0,"BURICA, Ana",Ana Burica
716f709e-cb11-e5d1-4d2e-255a019c70e9,Twoodo,Twoodo Ltd.,https://www.twoodo.com,GBR,Sellindge,operating,1,2012-01-01,,,,Software & SaaS,David Arnoux | Denis Duvauchelle | Guillaume Acard | Sean Antony,08463285,TWOODO LTD,100.0,legal_exact,dissolved,2013-03-26,2017-08-15,Ashford,matched,https://find-and-update.company-information.service.gov.uk/search?q=Twoodo+Ltd.,Twoodo Ltd.,/company/08463285/filing-history,/company/08463285/officers,1,60.0,"ARNOUX, David Eric, André, Alain",David Arnoux
837c9315-9d67-782e-e62b-e4b61c80d612,Desktop Genetics,Desktop Genetics Ltd.,http://www.desktopgenetics.com,GBR,London,acquired,1,2012-01-01,,,2018-05-01,IT & Data Infrastructure,Edward Perello | Riley Doyle | Victor Dillard,08170120,DESKTOP GENETICS LTD,100.0,legal_exact,active,2012-08-07,,Stratford-Upon-Avon,matched,https://find-and-update.company-information.service.gov.uk/search?q=Desktop+Genetics+Ltd.,Desktop Genetics Ltd.,/company/08170120/filing-history,/company/08170120/officers,1,60.0,"PERELLO, Edward James Luis",Edward Perello
76b04f1b-04ab-f820-ab28-72b24eb65553,Locomizer,Locomizer Ltd.,http://locomizer.com,GBR,London,operating,1,2011-01-01,,,,Software & SaaS,Alex Polyakov | Alexei Poliakov,07667143,LOCOMIZER LTD,100.0,legal_exact,active,2011-06-13,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Locomizer+Ltd.,Locomizer Ltd.,/company/07667143/filing-history,/company/07667143/officers,1,60.0,"POLIAKOV, Alexei, Mr.",Alexei Poliakov
86ac96ef-f3c3-d2c6-8a2e-3bf9acdb9644,Miappi,Miappi Limited,http://www.miappi.com,GBR,London,operating,1,2012-01-01,,,,Software & SaaS,Andrew Foyle | Lee Buchanan | Toby Britton,08337782,MIAPPI LIMITED,100.0,legal_exact,active,2012-12-20,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Miappi+Limited,Miappi Limited,/company/08337782/filing-history,/company/08337782/officers,1,60.0,"FOYLE, Andrew Michael Stuart",Andrew Foyle
7b5361a3-7d45-acbc-3188-3d73a1367abd,Seeker-Industries,Seeker-Industries Ltd.,http://www.seeker-industries.co.uk,GBR,Manchester,closed,1,2013-01-01,2015-08-04,,,Software & SaaS,Tielman de Villiers,08378003,SEEKER-INDUSTRIES LTD,100.0,legal_exact,dissolved,2013-01-28,2015-08-04,St. Albans,matched,https://find-and-update.company-information.service.gov.uk/search?q=Seeker-Industries+Ltd.,Seeker-Industries Ltd.,/company/08378003/filing-history,/company/08378003/officers,1,60.0,"DE VILLIERS, Tielman",Tielman de Villiers
c5082bbf-5fec-fff6-1c15-8492cfe4e1c2,Websand,Websand Limited,http://www.websand.co.uk,GBR,Newcastle Upon Tyne,operating,1,2010-07-31,,,,Software & SaaS,Alex Kavanagh,07313735,WEBSAND LIMITED,100.0,legal_exact,active,2010-07-14,,Gateshead,matched,https://find-and-update.company-information.service.gov.uk/search?q=Websand+Limited,Websand Limited,/company/07313735/filing-history,/company/07313735/officers,1,10.0,"KAVANAGH, Alexander James",Alex Kavanagh
4d319316-acaf-7cf9-0924-bcb5c297e65d,Forensic Alpha,Forensic Alpha Limited,https://forensicalpha.com,GBR,London,operating,1,2014-06-01,,,,Financial Services & Fintech,Sandeep Bathina | Thomas Beevers,08412895,FORENSIC ALPHA LIMITED,100.0,legal_exact,active,2013-02-21,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Forensic+Alpha+Limited,Forensic Alpha Limited,/company/08412895/filing-history,/company/08412895/officers,1,60.0,"BATHINA, Sandeep Kumar",Sandeep Bathina
5975dbe4-d576-5d18-f664-bd4fcbfe1bc3,Wool and the Gang,Wool And The Gang ltd.,http://woolandthegang.com,GBR,London,acquired,1,2008-12-01,,,2016-08-30,Retail & E-Commerce,Aurelie Popper | Jade Harwood,08332008,WOOL AND THE GANG LTD,100.0,legal_exact,active,2012-12-14,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Wool+And+The+Gang+ltd.,Wool And The Gang ltd.,/company/08332008/filing-history,/company/08332008/officers,1,60.0,"POPPER, Aurelie",Aurelie Popper
4515df0e-7400-3f8c-4bb2-19b187974371,Cryptopay,CryptoPay Limited,http://cryptopay.me,GBR,London,operating,1,2013-10-14,,,,Financial Services & Fintech,Dmitry Gunyashov | George Basiladze,08730592,CRYPTOPAY LTD,100.0,legal_exact,active,2013-10-14,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=CryptoPay+Limited,CryptoPay Limited,/company/08730592/filing-history,/company/08730592/officers,1,20.0,"GUNIASHOV, Dmitrii",Dmitry Gunyashov
f09a51b6-388e-5724-f32c-b19192f5eba7,Space Ape,Space Ape Games (UK) Ltd.,https://spaceapegames.com,GBR,London,acquired,1,2012-01-01,,,2017-05-23,Software & SaaS,John Earner | Simon Hade,07956131,SPACE APE GAMES (UK) LTD,100.0,legal_exact,active,2012-02-20,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Space+Ape+Games+(UK)+Ltd.,Space Ape Games (UK) Ltd.,/company/07956131/filing-history,/company/07956131/officers,1,60.0,"EARNER, John Laurence",John Earner
0e2d141e-d0dd-543c-b418-350d2c6e0085,Simplestream,Simplestream Ltd,http://www.simplestream.com,GBR,London,operating,1,2010-05-05,,,,Media & Entertainment,Adam Smith | Dan Finch,07244424,SIMPLESTREAM LIMITED,100.0,legal_exact,active,2010-05-05,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Simplestream+Ltd,Simplestream Ltd,/company/07244424/filing-history,/company/07244424/officers,1,60.0,"SMITH, Adam Lyall",Adam Smith
2e1568f0-c530-9244-22ed-c4ebe2ac59b4,OrientDB,,https://orientdb.com,GBR,London,acquired,1,2011-10-18,,,2017-09-19,IT & Data Infrastructure,Luca Garulli,07813203,ORIENTDB LTD,98.0,org_exact,dissolved,2011-10-18,2022-09-20,Feltham,matched,https://find-and-update.company-information.service.gov.uk/search?q=OrientDB,OrientDB,/company/07813203/filing-history,/company/07813203/officers,1,60.0,"GARULLI, Luca",Luca Garulli
edf997e4-3a0b-ef0d-2655-bd1ddc35f0e6,Amplience,"Amplience (UK) LIMITED,",http://amplience.com,GBR,London,operating,1,2008-01-01,,,,IT & Data Infrastructure,James Brooke | The Chartered Institute of Marketing.,07144140,AMPLIENCE (UK) LIMITED,100.0,legal_exact,active,2010-02-02,,London,matched,"https://find-and-update.company-information.service.gov.uk/search?q=Amplience+(UK)+LIMITED,","Amplience (UK) LIMITED,",/company/07144140/filing-history,/company/07144140/officers,1,60.0,"BROOKE, James Robert Nevill",James Brooke
cd8b4b10-145c-4e55-1486-3839dc7fac82,LendInvest,LendInvest plc,http://www.lendinvest.com,GBR,London,ipo,1,2008-01-01,,2021-07-14,,Financial Services & Fintech,Christian Faes | Ian Thomas,08146929,LENDINVEST PLC,100.0,legal_exact,active,2012-07-17,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=LendInvest+plc,LendInvest plc,/company/08146929/filing-history,/company/08146929/officers,1,60.0,"FAES, Christian Edouard",Christian Faes
8c01f79c-3fc4-39a1-bae9-125b35d71a7e,Unai,Unai Ltd,http://unai.com,GBR,Bristol,operating,1,2010-01-01,,,,IT & Data Infrastructure,James Baldwin,07383400,UNAI LTD,100.0,legal_exact,active,2010-09-21,,Lichfield,matched,https://find-and-update.company-information.service.gov.uk/search?q=Unai+Ltd,Unai Ltd,/company/07383400/filing-history,/company/07383400/officers,1,60.0,"BALDWIN, James Daniel Robert",James Baldwin
9f0866f8-5492-2140-2ffa-8fd0b07a4f7a,ei Technologies,,http://www.eitechnologies.co.uk,GBR,Saffron Walden,operating,1,2012-08-01,,,,IT & Data Infrastructure,Duncan Barclay,08295329,EI TECHNOLOGIES LTD.,98.0,org_exact,dissolved,2012-11-15,2016-04-26,Saffron Walden,matched,https://find-and-update.company-information.service.gov.uk/search?q=ei+Technologies,ei Technologies,/company/08295329/filing-history,/company/08295329/officers,1,60.0,"BARCLAY, Duncan Mclennan",Duncan Barclay
8bc5a2f4-4e99-fb3f-c94f-42bf0fdcd713,hiyalife,,http://www.hiyalife.com,GBR,London,operating,1,2011-07-01,,,,Media & Entertainment,Fernando Ripolles,07670425,HIYALIFE LIMITED,98.0,org_exact,dissolved,2011-06-15,2018-01-02,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=hiyalife,hiyalife,/company/07670425/filing-history,/company/07670425/officers,1,60.0,"RIPOLLES AGUILAR, Fernando",Fernando Ripolles
061f2537-b0a0-dd94-c7de-1b17aeabd4f4,Ixchelsis,Ixchelsis Limited,http://ixchelsis.com,GBR,Sandwich,operating,1,2011-01-01,,,,Health & Life Sciences,Gary Muirhead,07719191,IXCHELSIS LIMITED,100.0,legal_exact,dissolved,2011-07-27,2025-10-02,Dartford,matched,https://find-and-update.company-information.service.gov.uk/search?q=Ixchelsis+Limited,Ixchelsis Limited,/company/07719191/filing-history,/company/07719191/officers,1,60.0,"MUIRHEAD, Gary John",Gary Muirhead
d7c32dfd-732a-4f08-d2c4-2c8d7ea5caca,Orlebar Brown,Orlebar Brown Limited,https://www.orlebarbrown.com/,GBR,London,acquired,1,2007-01-01,,,2018-09-30,Hardware & Devices,Adam Brown | Julia Simpson-Orlebar,05502027,ORLEBAR BROWN LIMITED,100.0,legal_exact,active,2005-07-07,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Orlebar+Brown+Limited,Orlebar Brown Limited,/company/05502027/filing-history,/company/05502027/officers,1,60.0,"BEAUMONT BROWN, Adam John Christian",Adam Brown
da51f4c6-0d55-d817-e269-7e12c05239b3,silkfred,SilkFred Ltd,http://silkfred.com,GBR,London,operating,1,2010-01-01,,,,Software & SaaS,Emma Watkinson | Kate Jackson | Stephen Jackson,07557982,SILKFRED LIMITED,100.0,legal_exact,administration,2011-03-09,,Southampton,matched,https://find-and-update.company-information.service.gov.uk/search?q=SilkFred+Ltd,SilkFred Ltd,/company/07557982/filing-history,/company/07557982/officers,1,60.0,"WATKINSON, Emma Louise",Emma Watkinson
e7e1aa17-912f-64bb-637b-3b1d829d7fbd,Farmdrop,Farmdrop Limited,https://www.farmdrop.com/,GBR,London,closed,1,2012-01-01,2024-03-18,,,Software & SaaS,Ben Patten | Ben Pugh | Ned Staple,08111929,FARMDROP LIMITED,100.0,legal_exact,dissolved,2012-06-20,2024-03-18,Newcastle,matched,https://find-and-update.company-information.service.gov.uk/search?q=Farmdrop+Limited,Farmdrop Limited,/company/08111929/filing-history,/company/08111929/officers,1,10.0,"PATTEN, Benedict Thomas",Ben Patten
14de6835-c607-b429-47fe-c5ce7a362f59,BuyerDeck,BuyerDeck,https://buyerdeck.com/,GBR,London,operating,1,2013-05-17,,,,Software & SaaS,Gerald vanderpuye | Ilgvars Jecis,08553282,BUYERDECK LIMITED,100.0,legal_exact,active,2013-06-03,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=BuyerDeck,BuyerDeck,/company/08553282/filing-history,/company/08553282/officers,1,60.0,"VANDERPUYE, Gerald",Gerald vanderpuye
b851e6f0-73ab-5ed7-bb31-96e3e196bbf0,StuRents.com,StuRents Ltd.,https://StuRents.com,GBR,London,operating,1,2008-12-05,,,,Real Estate & Construction,Michael Rainsford | Tom Walker,06766831,STURENTS LIMITED,100.0,legal_exact,active,2008-12-05,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=StuRents+Ltd.,StuRents Ltd.,/company/06766831/filing-history,/company/06766831/officers,1,60.0,"RAINSFORD, Michael Anthony",Michael Rainsford
e3e962e2-d8bd-c2fb-8144-03bc7a9fa37e,STEM,Kano Computing Limited,https://kano.tech/,GBR,London,operating,1,2013-01-25,,,,Hardware & Devices,Alex Klein | Saul Klein | Yonatan Raz-Fridman,08375450,KANO COMPUTING LIMITED,100.0,legal_exact,administration,2013-01-25,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Kano+Computing+Limited,Kano Computing Limited,/company/08375450/filing-history,/company/08375450/officers,1,60.0,"KLEIN, Saul",Saul Klein
f0fe5312-221e-8a7a-bda0-dfa64a09f278,Bedi OralCare,,http://bedi-oralcare.co.uk,GBR,Edinburgh,operating,1,2013-01-01,,,,Health & Life Sciences,Raman Bedi,SC446098,BEDI ORALCARE LIMITED,98.0,org_exact,active,2013-03-26,,Edinburgh,matched,https://find-and-update.company-information.service.gov.uk/search?q=Bedi+OralCare,Bedi OralCare,/company/SC446098/filing-history,/company/SC446098/officers,1,60.0,"BEDI, Raman",Raman Bedi
783f55b1-42ce-490f-252d-6592b31e7540,BrandVee,,http://brandvee.com,GBR,Horsham,closed,1,2013-01-01,2018-10-03,,,IT & Data Infrastructure,David Taylor | Zoltan Molnar,08696111,BRANDVEE LTD,98.0,org_exact,dissolved,2013-09-18,2018-10-03,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=BrandVee,BrandVee,/company/08696111/filing-history,/company/08696111/officers,1,60.0,"MOLNAR, Zoltan",Zoltan Molnar
7208a156-ca24-10f5-3dc8-1f859c876d7e,Big Bit,Big Bit Ltd,http://bigbit.co.uk,GBR,Brighton,operating,1,2011-01-01,,,,Software & SaaS,Agnieszka Zdebiak | Ian Monaghan,07630606,BIG BIT LTD,100.0,legal_exact,dissolved,2011-05-11,2019-05-20,Birmingham,matched,https://find-and-update.company-information.service.gov.uk/search?q=Big+Bit+Ltd,Big Bit Ltd,/company/07630606/filing-history,/company/07630606/officers,1,60.0,"MONAGHAN, Ian William",Ian Monaghan
a1922499-834d-1ec6-1c01-154f6e85ebd9,Hutch,Hutch Games Ltd.,https://www.hutch.io,GBR,London,acquired,1,2011-06-01,,,2020-12-07,Software & SaaS,Sean Turner | Shaun Rutland,07692393,HUTCH GAMES LTD,100.0,legal_exact,active,2011-07-04,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Hutch+Games+Ltd.,Hutch Games Ltd.,/company/07692393/filing-history,/company/07692393/officers,1,60.0,"TURNER, Sean Philip",Sean Turner
cd519311-07a4-3b6d-4b40-76d4376d5788,Six to Start,Six to Start Ltd.,http://www.sixtostart.com,GBR,London,acquired,1,2007-01-01,,,2021-03-05,Other,Adrian Hon,06289098,SIX TO START LIMITED,100.0,legal_exact,active,2007-06-21,,Brighton,matched,https://find-and-update.company-information.service.gov.uk/search?q=Six+to+Start+Ltd.,Six to Start Ltd.,/company/06289098/filing-history,/company/06289098/officers,1,60.0,"HON, Adrian",Adrian Hon
90f12ce2-5821-261f-c053-d1668c41e8e6,Spectral Edge,Spectral Edge Ltd.,http://spectraledge.co.uk,GBR,Cambridge,closed,1,2011-02-01,2022-09-13,,2019-12-12,IT & Data Infrastructure,Robert Swann,07538488,SPECTRAL EDGE LIMITED,100.0,legal_exact,dissolved,2011-02-22,2022-09-13,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Spectral+Edge+Ltd.,Spectral Edge Ltd.,/company/07538488/filing-history,/company/07538488/officers,1,60.0,"SWANN, Robert Edward Meredith, Dr",Robert Swann
9b789853-0bda-0569-5929-85b053ddd147,Citymapper,Citymapper Limited,https://citymapper.com,GBR,London,acquired,1,2011-01-01,,,2023-03-16,Software & SaaS,Azmat Yusuf,07370388,CITYMAPPER LIMITED,100.0,legal_exact,active,2010-09-09,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Citymapper+Limited,Citymapper Limited,/company/07370388/filing-history,/company/07370388/officers,1,60.0,"YUSUF, Azmat",Azmat Yusuf
83295d32-11ed-9f2b-eb34-fe071b4ba9a4,Minicabster Limited (in administration),Minicabster Ltd,http://www.minicabster.co.uk,GBR,Ilford,operating,1,2011-01-01,,,,Software & SaaS,David Buttress,07581008,MINICABSTER LIMITED,100.0,legal_exact,dissolved,2011-03-28,2020-07-01,Sileby,matched,https://find-and-update.company-information.service.gov.uk/search?q=Minicabster+Ltd,Minicabster Ltd,/company/07581008/filing-history,/company/07581008/officers,1,60.0,"BUTTRESS, Talfryn David",David Buttress
b86dd6b4-cf47-c456-05e3-7e953fae9b58,Karisma Kidz,,http://karismakidz.co.uk/,GBR,Wallington,operating,1,2013-01-01,,,,Hardware & Devices,Amanda Gummer | Erika Brodnock,08040295,KARISMA KIDZ LIMITED,98.0,org_exact,active,2012-04-23,,Wallington,matched,https://find-and-update.company-information.service.gov.uk/search?q=Karisma+Kidz,Karisma Kidz,/company/08040295/filing-history,/company/08040295/officers,1,60.0,"BRODNOCK, Erika Elaine",Erika Brodnock
d048c014-1f24-f494-6b4d-e4b0cabc9da3,Lingoing,,http://www.lingoing.com,GBR,London,operating,1,2013-01-01,,,,Software & SaaS,Sadaqat Ali,07553278,LINGOING LIMITED,98.0,org_exact,dissolved,2011-03-07,2021-10-31,Tunbridge Wells,matched,https://find-and-update.company-information.service.gov.uk/search?q=Lingoing,Lingoing,/company/07553278/filing-history,/company/07553278/officers,1,60.0,"ALI, Sadaqat",Sadaqat Ali
985e4735-8c9d-b47b-2317-d8b8d29ae6f8,Provenance,Project Provenance Ltd.,https://www.provenance.org,GBR,London,operating,1,2013-01-01,,,,Software & SaaS,Jessi Baker,08622563,PROJECT PROVENANCE LIMITED,100.0,legal_exact,active,2013-07-24,,Witney,matched,https://find-and-update.company-information.service.gov.uk/search?q=Project+Provenance+Ltd.,Project Provenance Ltd.,/company/08622563/filing-history,/company/08622563/officers,1,40.0,"BAKER, Jessica",Jessi Baker
c47bf6e1-0aa4-95ed-636e-ac39b89b3819,StudentFunder,,http://www.studentfunder.com,GBR,London,operating,1,2012-10-17,,,,Financial Services & Fintech,Juan Miguel Guerra,08158314,STUDENTFUNDER LTD,98.0,org_exact,dissolved,2012-07-26,2018-01-09,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=StudentFunder,StudentFunder,/company/08158314/filing-history,/company/08158314/officers,1,60.0,"GUERRA DAVILA, Juan Miguel",Juan Miguel Guerra
f77d9fe0-5685-7784-21fc-446625b64868,Adventoris,Adventoris Ltd,http://adventoris.com,GBR,Huddersfield,operating,1,2012-11-05,,,,Software & SaaS,Tim Longton,07918688,ADVENTORIS LTD,100.0,legal_exact,active,2012-01-20,,Huddersfield,matched,https://find-and-update.company-information.service.gov.uk/search?q=Adventoris+Ltd,Adventoris Ltd,/company/07918688/filing-history,/company/07918688/officers,1,20.0,"LONGTON, Timothy",Tim Longton
951d8738-2209-3247-2343-a015e17efaa5,Taggled,,http://taggled.tv,GBR,Belfast,closed,1,2013-04-01,2018-10-16,,,Media & Entertainment,Ian Scott,NI611337,TAGGLED LTD,98.0,org_exact,dissolved,2012-02-22,2018-10-16,Belfast,matched,https://find-and-update.company-information.service.gov.uk/search?q=Taggled,Taggled,/company/NI611337/filing-history,/company/NI611337/officers,1,60.0,"SCOTT, Ian",Ian Scott
b455164e-a5b5-d52c-10ff-be63d5d870ac,Opendesk.cc,Fabbed Limited,https://www.opendesk.cc,GBR,London,operating,1,2013-01-01,,,,Retail & E-Commerce,Ian Bennink | James Arthur | Joni Steiner | Nick Ierodiaconou | Tim Carrigan,08311674,FABBED LIMITED,100.0,legal_exact,active,2012-11-28,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Fabbed+Limited,Fabbed Limited,/company/08311674/filing-history,/company/08311674/officers,1,60.0,"BENNINK, Ian Peter Ernest Lorenz",Ian Bennink
ede55a0f-3bda-9ba5-eedb-b1759bd0f167,Naked Wines,www.nakedwines.com Limited,https://www.nakedwines.com,GBR,Norwich,acquired,1,2008-12-01,,2019-02-01,2015-04-10,Retail & E-Commerce,Rowan Gormley,06672317,WWW.NAKEDWINES.COM LIMITED,100.0,legal_exact,active,2008-08-13,,Norwich,matched,https://find-and-update.company-information.service.gov.uk/search?q=www.nakedwines.com+Limited,www.nakedwines.com Limited,/company/06672317/filing-history,/company/06672317/officers,1,60.0,"GORMLEY, Rowan",Rowan Gormley
2ab3ca2f-7382-c2cd-1442-f62185fbde9d,Zealify,,http://www.zealify.com,GBR,London,closed,1,2013-06-01,2017-03-28,,,Professional & Business Services,Andy Parker | Lauren Hine,08273622,ZEALIFY LIMITED,98.0,org_exact,dissolved,2012-10-30,2017-03-28,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Zealify,Zealify,/company/08273622/filing-history,/company/08273622/officers,1,60.0,"HINE, Lauren Clare",Lauren Hine
f9692840-0468-9bc6-3aa9-4947f8f5e7ca,Modafirma,,http://www.modafirma.com,GBR,London,operating,1,2012-01-01,,,,Retail & E-Commerce,Angela Ene,07957766,MODAFIRMA LIMITED,98.0,org_exact,active,2012-02-21,,"London, Uk",matched,https://find-and-update.company-information.service.gov.uk/search?q=Modafirma,Modafirma,/company/07957766/filing-history,/company/07957766/officers,1,60.0,"ENE ADAMOPOULOS, Angela Ijeoma",Angela Ene
9ea2f4bd-b90d-5ba4-a606-ee7158cea664,PrintToPeer,PRINTTOPEER INC.,http://www.printtopeer.com,GBR,London,operating,1,2013-01-01,,,,Media & Entertainment,James Thorne | Kaz Walker | Tom Bielecki,FC032814,PRINTTOPEER INC.,100.0,legal_exact,active,2015-10-01,,Calgary,matched,https://find-and-update.company-information.service.gov.uk/search?q=PRINTTOPEER+INC.,PRINTTOPEER INC.,/company/FC032814/filing-history,/company/FC032814/officers,1,60.0,"THORNE, James Donald",James Thorne
ff6fe8fa-6440-f4ec-a4ea-bfd88b9415f8,Get Licensed,Get Licensed Limited,https://www.get-licensed.co.uk,GBR,London,operating,1,2012-01-01,,,,Other,Shahzad Ali,07154333,GET LICENSED LIMITED,100.0,legal_exact,active,2010-02-11,,Bromley,matched,https://find-and-update.company-information.service.gov.uk/search?q=Get+Licensed+Limited,Get Licensed Limited,/company/07154333/filing-history,/company/07154333/officers,1,60.0,"ALI, Shahzad",Shahzad Ali
03a69b35-28d9-cecb-7443-c674c578f172,Bookalook,Bookalook Ltd,http://www.getbookalook.com,GBR,London,operating,1,2013-01-01,,,,Software & SaaS,Graham Hili | Melissa Fernandez,08437376,BOOKALOOK LTD,100.0,legal_exact,active,2013-03-08,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Bookalook+Ltd,Bookalook Ltd,/company/08437376/filing-history,/company/08437376/officers,1,60.0,"HILI, Graham",Graham Hili
9c5b7e0b-7e67-27d0-1f38-fd255d026d6f,SyndicateRoom,Syndicate Room Ltd,http://www.syndicateroom.com,GBR,Cambridge,operating,1,2013-09-21,,,,Financial Services & Fintech,Goncalo de Vasconcelos | Tom Britton,07697935,SYNDICATE ROOM LTD,100.0,legal_exact,active,2011-07-08,,Cambridge,matched,https://find-and-update.company-information.service.gov.uk/search?q=Syndicate+Room+Ltd,Syndicate Room Ltd,/company/07697935/filing-history,/company/07697935/officers,1,60.0,"TEIXEIRA DE VASCONCELOS, Goncalo",Goncalo de Vasconcelos
12de30b2-d0ea-8ef9-e15f-fd70d7f65db6,Adoreboard,Adoreboard Limited,https://adoreboard.com/,GBR,Belfast,operating,1,2011-01-01,,,,IT & Data Infrastructure,Chris Johnston,NI609044,ADOREBOARD LIMITED,100.0,legal_exact,active,2011-09-15,,Belfast,matched,https://find-and-update.company-information.service.gov.uk/search?q=Adoreboard+Limited,Adoreboard Limited,/company/NI609044/filing-history,/company/NI609044/officers,1,20.0,"JOHNSTON, Christopher",Chris Johnston
b1aa3d05-9082-0fcb-5064-628a584409af,Duplia,,http://www.duplia.com,GBR,Cheltenham,operating,1,2012-06-06,,,,Media & Entertainment,Michael Venn,08094937,DUPLIA LTD,98.0,org_exact,active,2012-06-06,,Gloucester,matched,https://find-and-update.company-information.service.gov.uk/search?q=Duplia,Duplia,/company/08094937/filing-history,/company/08094937/officers,1,60.0,"VENN, Michael David",Michael Venn
8408b55b-1289-3373-8858-b83611624ae5,Essentia Analytics,Essentia Analytics Ltd.,http://www.essentia-analytics.com,GBR,London,operating,1,2013-04-01,,,,Financial Services & Fintech,Clare Flynn Levy,07164254,ESSENTIA ANALYTICS LTD.,100.0,legal_exact,active,2010-02-22,,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=Essentia+Analytics+Ltd.,Essentia Analytics Ltd.,/company/07164254/filing-history,/company/07164254/officers,1,60.0,"FLYNN LEVY, Clare Pauline",Clare Flynn Levy
f8b21ef6-ae6b-a065-f2c0-6c4abda6dd00,Healthbit,,http://www.healthbit.com,GBR,London,operating,1,2011-04-10,,,,Software & SaaS,"Ifty Ahmed | Nilesh Dharajiya, M.D.",07598677,HEALTHBIT LTD,98.0,org_exact,active,2011-04-11,,Edgware,matched,https://find-and-update.company-information.service.gov.uk/search?q=Healthbit,Healthbit,/company/07598677/filing-history,/company/07598677/officers,1,10.0,"AHMED, Iftakhar",Ifty Ahmed
c6d65939-345f-f37a-a365-15149ce5601a,AdSpruce,,http://www.adspruce.com/,GBR,London,operating,1,2011-10-01,,,,Media & Entertainment,Ian Mullins,08642736,ADSPRUCE LTD,98.0,org_exact,dissolved,2013-08-08,2021-11-30,Swansea,matched,https://find-and-update.company-information.service.gov.uk/search?q=AdSpruce,AdSpruce,/company/08642736/filing-history,/company/08642736/officers,1,60.0,"MULLINS, Ian Robert",Ian Mullins
c234ce35-4a0f-50f3-5bdb-c30ad74ac9ed,Appointedd,Saloca Ltd,https://www.appointedd.com,GBR,Edinburgh,operating,1,2011-01-26,,,,Software & SaaS,Leah Hutcheon,SC392223,SALOCA LTD,100.0,legal_exact,active,2011-01-26,,Edinburgh,matched,https://find-and-update.company-information.service.gov.uk/search?q=Saloca+Ltd,Saloca Ltd,/company/SC392223/filing-history,/company/SC392223/officers,1,60.0,"HUTCHEON, Leah",Leah Hutcheon
76782caa-4de5-291d-59e8-44f4fd4c6f2a,NewsFixed,,http://www.newsfixed.com,GBR,London,closed,1,2012-11-01,2016-05-17,,2015-05-14,Media & Entertainment,Brendan Quinn,08465030,NEWSFIXED LTD,98.0,org_exact,dissolved,2013-03-28,2016-05-17,London,matched,https://find-and-update.company-information.service.gov.uk/search?q=NewsFixed,NewsFixed,/company/08465030/filing-history,/company/08465030/officers,1,60.0,"QUINN, Brendan Patrick",Brendan Quinn
